10257763,111202920,11/1/2018,11/16/2018,2,341437,24.1,1,10,24.1,24.1
10257764,111202940,11/1/2018,11/16/2018,2,341438,38.75,0,7,387.25,387.25
10257765,111202980,11/1/2018,11/16/2018,2,341439,135.45,0,3,737,737
10257765,111202980,11/1/2018,11/16/2018,2,341439,135.45,0,7,1354.2,1354.2
10257766,111203000,11/1/2018,11/16/2018,2,341440,20,0,7,200,190
10257767,111203020,11/1/2018,11/16/2018,2,341441,29.2,1,7,307,291.65
10257767,111203020,11/1/2018,11/16/2018,2,341441,29.2,1,10,29.2,29.2
10257768,111207716,11/1/2018,11/16/2018,2,341555,20,0,7,200,200
10257769,111203040,11/1/2018,11/16/2018,2,341442,20,1,3,763.7,763.7
10257769,111203040,11/1/2018,11/16/2018,2,341442,20,1,7,200,0
10257769,111203040,11/1/2018,11/16/2018,2,341442,20,1,10,20,0
10257770,111203060,11/1/2018,11/16/2018,2,341443,30.7,1,3,396.55,396.55
10257770,111203060,11/1/2018,11/16/2018,2,341443,30.7,1,7,307,307
10257770,111203060,11/1/2018,11/16/2018,2,341443,30.7,1,10,30.7,30.7
10257771,113203100,11/1/2018,11/16/2018,2,341588,73.75,0,7,737.5,700.63
10257772,111203140,11/1/2018,11/16/2018,2,341445,33.4,0,7,333.75,333.75
10257773,126203330,11/1/2018,11/16/2018,2,341626,35,0,7,350,350
10257774,111203240,11/1/2018,11/16/2018,2,341453,105.1,0,7,1051,1051
10257775,211207682,11/1/2018,11/16/2018,2,341629,99.55,0,3,964.8,964.8
10257775,211207682,11/1/2018,11/16/2018,2,341629,99.55,0,7,995.15,995.15
10257776,211207685,11/1/2018,11/16/2018,2,341632,67.8,0,7,677.6,677.6
10257777,211207683,11/1/2018,11/16/2018,2,341630,63.1,1,7,630.8,0
10257777,211207683,11/1/2018,11/16/2018,2,341630,63.1,1,10,63.1,0
10257778,211207684,11/1/2018,11/16/2018,2,341631,49.05,0,3,873,873
10257778,211207684,11/1/2018,11/16/2018,2,341631,49.05,0,7,490.4,490.4
10257779,211207688,11/1/2018,11/16/2018,2,341635,35,0,7,350,350
10257780,111207724,11/1/2018,11/16/2018,2,341561,30,0,3,462.35,462.35
10257780,111207724,11/1/2018,11/16/2018,2,341561,30,0,7,300,300
10257781,111207732,11/1/2018,11/16/2018,2,341568,35,0,7,350,350
10257782,211207691,11/1/2018,11/16/2018,2,341636,39.7,1,7,396.8,396.8
10257782,211207691,11/1/2018,11/16/2018,2,341636,39.7,1,10,39.7,39.7
10257783,211207687,11/1/2018,11/16/2018,2,341634,35,0,7,350,350
10257784,411203130,11/1/2018,11/16/2018,2,341640,28.05,0,7,280.25,280.25
10257785,211207686,11/1/2018,11/16/2018,2,341633,53.75,0,7,537.2,537.2
10257786,111207730,11/1/2018,11/16/2018,2,341566,60.25,0,3,414,0
10257786,111207730,11/1/2018,11/16/2018,2,341566,60.25,0,7,602.5,602.5
10257787,415201990,11/1/2018,11/16/2018,2,341641,20,1,7,200,200
10257787,415201990,11/1/2018,11/16/2018,2,341641,20,1,10,20,20
10257788,211207692,11/1/2018,11/16/2018,2,341637,58.4,0,7,584,584
10257789,111207700,11/1/2018,11/16/2018,2,341542,386,0,3,3395.8,3395.8
10257789,111207700,11/1/2018,11/16/2018,2,341542,386,0,7,3859.8,3859.8
10257790,111207715,11/1/2018,11/16/2018,2,341554,63.65,1,7,636.25,636.25
10257790,111207715,11/1/2018,11/16/2018,2,341554,63.65,1,10,63.65,63.65
10257791,111207704,11/1/2018,11/16/2018,2,341546,158.65,0,3,1092,0
10257791,111207704,11/1/2018,11/16/2018,2,341546,158.65,0,7,1586.2,1586.2
