Bill_No,B_Code,Receivable,Collected,Adjustment,sequence
10262601,7,200,200,0,2588485
10262601,10,20,20,0,2591503
10262602,3,220,0,0,2588487
10262602,7,200,200,0,2588486
10262602,10,20,20,0,2591504
10262603,7,200,200,0,2588488
10262603,10,20,20,0,2591505
10262604,7,200,200,0,2588489
10262605,3,249.45,249.45,0,2588491
10262605,7,200,200,0,2588490
10262606,7,200,200,0,2588492
10262607,7,200,200,0,2588493
10262607,10,20,20,0,2591506
10262608,3,249.45,249.45,0,2588495
10262608,7,280.25,280.25,0,2588494
10262608,10,28.05,28.05,0,2591507
10262609,7,226.75,226.75,0,2588496
10262610,7,200,200,0,2588497
10262610,10,20,20,0,2591508
10262611,3,1479.95,400,0,2588499
10262611,7,200,200,0,2588498
10262611,10,20,20,0,2591509
10262612,3,1111,1111,0,2588501
10262612,7,1092,1092,0,2588500
10262612,10,109.2,109.2,0,2591510
10262613,7,467.5,467.5,0,2588502
10262613,10,46.75,46.75,0,2591511
10262614,3,440,440,0,2588504
10262614,7,200,0,0,2588503
10262614,10,20,0,0,2591512
10262615,7,226.75,226.75,0,2588505
10262615,10,22.7,22.7,0,2591513
10262616,7,226.75,226.75,0,2588506
10262616,10,22.7,22.7,0,2591514
10262617,7,280.25,280.25,0,2588507
10262617,10,28.05,28.05,0,2591515
10262618,7,200,200,0,2588508
10262618,10,20,20,0,2591516
10262619,7,280.25,280.25,0,2588509
10262620,7,467.5,467.5,0,2588510
10262621,3,220,220,0,2588512
10262621,7,200,200,0,2588511
10262621,10,20,20,0,2591517
10262622,3,220,220,0,2588514
10262622,7,200,200,0,2588513
10262622,10,20,20,0,2591518
10262623,7,226.75,226.75,0,2588515
10262623,10,22.7,22.7,0,2591519
10262624,3,497.75,0,0,2588517
10262624,7,200,200,0,2588516
10262624,10,20,20,0,2591520
10262625,3,209,209,0,2588519
10262625,7,200,190,-10,2588518
10262625,10,19,19,0,2591521
10262626,7,200,200,0,2588520
10262627,7,200,200,0,2588521
10262627,10,20,20,0,2591522
10262628,7,535,535,0,2588522
10262629,7,200,200,0,2588523
10262630,3,278.85,0,0,2588525
10262630,7,253.5,253.5,0,2588524
10262630,10,25.35,25.35,0,2591523
10262631,7,414,414,0,2588526
10262632,3,2261.4,1000,0,2588528
10262632,7,501.25,501.25,0,2588527
10262632,10,50.15,50.15,0,2591524
10262633,7,200,190,-10,2588529
10262634,3,440,440,0,2588531
10262634,7,360.5,360.5,0,2588530
10262634,10,36.05,36.05,0,2591525
10262635,3,307.75,0,0,2588533
10262635,7,226.75,226.75,0,2588532
10262635,10,22.7,22.7,0,2591526
10262636,7,200,200,0,2588534
10262636,10,20,20,0,2591527
10262637,7,200,200,0,2588535
10262637,10,20,20,0,2591528
10262638,7,200,200,0,2588536
10262638,10,20,20,0,2591529
10262639,7,467.5,467.5,0,2588537
10262640,7,200,200,0,2588538
10262641,3,220,220,0,2588540
10262641,7,200,200,0,2588539
10262641,10,20,20,0,2591530
10262642,3,514.25,514.25,0,2588542
10262642,7,387.25,387.25,0,2588541
10262643,3,426,426,0,2588544
10262643,7,307,307,0,2588543
10262643,10,30.7,30.7,0,2591531
10262644,7,200,200,0,2588545
10262645,3,220,220,0,2588547
10262645,7,200,200,0,2588546
10262646,7,307,307,0,2588548
10262646,10,30.7,30.7,0,2591532
10262647,3,557.7,0,0,2588550
10262647,7,200,200,0,2588549
10262647,10,20,20,0,2591533
10262648,3,220,220,0,2588552
10262648,7,200,200,0,2588551
10262648,10,20,20,0,2591534
10262649,7,414,414,0,2588553
10262649,10,41.4,41.4,0,2591535
10262650,7,280.25,280.25,0,2588554
10262650,10,28.05,28.05,0,2591536
10262651,7,360.5,342.48,-18.02,2588555
10262651,10,34.25,34.25,0,2591537
10262652,3,249.45,0,0,2588557
10262652,7,226.75,226.75,0,2588556
10262652,10,22.7,22.7,0,2591538
10262653,7,226.75,226.75,0,2588558
10262653,10,22.7,22.7,0,2591539
10262654,7,387.25,387.25,0,2588559
10262654,10,38.75,38.75,0,2591540
10262655,7,307,307,0,2588560
10262655,10,30.7,30.7,0,2591541
10262656,3,220,220,0,2588562
10262656,7,200,200,0,2588561
10262657,3,426,426,0,2588564
10262657,7,307,307,0,2588563
10262658,7,226.75,226.75,0,2588565
10262658,10,22.7,22.7,0,2591542
10262659,7,307,307,0,2588566
10262660,7,333.75,333.75,0,2588567
10262661,3,220,220,0,2588569
10262661,7,200,200,0,2588568
10262661,10,20,20,0,2591543
10262662,3,1139.9,1139.9,0,2588571
10262662,7,440.75,440.75,0,2588570
10262662,10,43.1,43.1,0,2591544
10262663,7,387.25,387.25,0,2588572
10262664,7,200,200,0,2588573
10262664,10,20,20,0,2591545
10262665,3,220,220,0,2588575
10262665,7,200,200,0,2588574
10262666,7,200,200,0,2588576
10262666,10,20,20,0,2591546
10262667,7,307,307,0,2588577
10262667,10,30.7,30.7,0,2591547
10262668,7,200,200,0,2588578
10262669,3,220,220,0,2588580
10262669,7,200,200,0,2588579
10262670,7,307,307,0,2588581
10262671,7,200,200,0,2588582
10262671,10,20,20,0,2591548
10262672,7,703.75,703.75,0,2588583
10262673,7,200,200,0,2588584
10262673,10,20,20,0,2591549
10262674,7,226.75,226.75,0,2588585
10262674,10,22.7,22.7,0,2591550
10262675,7,200,200,0,2588586
10262675,10,20,20,0,2591551
10262676,7,226.75,226.75,0,2588587
10262676,10,22.7,22.7,0,2591552
10262677,7,280.25,280.25,0,2588588
10262677,10,28.05,28.05,0,2591553
10262678,7,467.5,467.5,0,2588589
10262679,7,200,200,0,2588590
10262680,7,200,200,0,2588591
10262680,10,20,20,0,2591554
10262681,7,280.25,280.25,0,2588592
10262681,10,28.05,28.05,0,2591555
10262682,7,280.25,280.25,0,2588593
10262682,10,28.05,28.05,0,2591556
10262683,7,253.5,253.5,0,2588594
10262684,3,278.85,0,0,2588596
10262684,7,280.25,280.25,0,2588595
10262684,10,28.05,28.05,0,2591557
10262685,7,200,200,0,2588597
10262686,7,333.75,333.75,0,2588598
10262687,3,1000,0,0,2588600
10262687,7,440.75,440.75,0,2588599
10262687,10,44.1,44.1,0,2591558
10262688,3,440,440,0,2588602
10262688,7,200,200,0,2588601
10262689,7,200,200,0,2588603
10262690,7,280.25,280.25,0,2588604
10262690,10,28.05,28.05,0,2591559
10262691,7,200,200,0,2588605
10262691,10,20,20,0,2591560
10262692,7,226.75,226.75,0,2588606
10262693,7,2096.6,2096.6,0,2588607
10262693,10,209.7,209.7,0,2591561
10262694,7,200,200,0,2588608
10262694,10,20,20,0,2591562
10262695,7,200,200,0,2588609
10262695,10,20,20,0,2591563
10262696,3,498.85,498.85,0,2588611
10262696,7,200,200,0,2588610
10262696,10,20,20,0,2591564
10262697,7,636.25,636.25,0,2588612
10262697,10,63.65,63.65,0,2591565
10262698,7,568.75,568.75,0,2588613
10262698,10,56.9,56.9,0,2591566
10262699,7,414,414,0,2588614
10262699,10,41.4,41.4,0,2591567
10262700,7,226.75,226.75,0,2588615
10262700,10,22.7,22.7,0,2591568
10262701,7,703.75,703.75,0,2588616
10262702,7,200,200,0,2588617
10262702,10,20,20,0,2591569
10262703,3,337.7,0,0,2588619
10262703,7,333.75,333.75,0,2588618
10262703,10,33.4,33.4,0,2591570
10262704,7,200,200,0,2588620
10262704,10,20,20,0,2591571
10262705,7,467.5,467.5,0,2588621
10262705,10,46.75,46.75,0,2591572
10262706,3,469.45,469.45,0,2588623
10262706,7,200,200,0,2588622
10262706,10,20,20,0,2591573
10262707,3,588.5,0,0,2588625
10262707,7,670,670,0,2588624
10262707,10,67,67,0,2591574
10262708,3,426,426,0,2588627
10262708,7,387.25,387.25,0,2588626
10262708,10,38.75,38.75,0,2591575
10262709,7,200,200,0,2588628
10262709,10,20,20,0,2591576
10262710,7,360.5,342.48,-18.02,2588629
10262711,3,278.85,0,0,2588631
10262711,7,226.75,226.75,0,2588630
10262711,10,22.7,22.7,0,2591577
10262712,7,535,535,0,2588632
10262712,10,53.5,53.5,0,2591578
10262713,7,200,200,0,2588633
10262713,10,20,20,0,2591579
10262714,7,280.25,280.25,0,2588634
10262714,10,28.05,28.05,0,2591580
10262715,7,440.75,440.75,0,2588635
10262715,10,44.1,44.1,0,2591581
10262716,7,200,200,0,2588636
10262716,10,20,20,0,2591582
10262717,3,220,220,0,2588638
10262717,7,200,200,0,2588637
10262717,10,20,20,0,2591583
10262718,7,2050.2,544.95,0,2588639
10262718,10,205.05,205.05,0,2591584
10262719,3,220,0,0,2588641
10262719,7,200,200,0,2588640
10262719,10,20,20,0,2591585
10262720,7,253.5,253.5,0,2588642
10262721,3,220,0,0,2588644
10262721,7,200,200,0,2588643
10262721,10,20,20,0,2591586
10262722,3,1509.95,0,0,2588646
10262722,7,200,170.05,0,2588645
10262722,10,20,20,0,2591587
10262723,7,387.25,367.89,-19.36,2588647
10262723,10,36.8,36.8,0,2591588
10262724,7,333.75,333.75,0,2588648
10262724,10,33.4,33.4,0,2591589
10262725,3,220,220,0,2588650
10262725,7,200,200,0,2588649
10262725,10,20,20,0,2591590
10262726,7,333.75,333.75,0,2588651
10262726,10,33.4,33.4,0,2591591
10262727,3,1.45,0,0,2588653
10262727,7,200,200,0,2588652
10262727,10,20,20,0,2591592
10262728,7,200,200,0,2588654
10262728,10,20,20,0,2591593
10262729,7,200,200,0,2588655
10262730,3,426,426,0,2588657
10262730,7,467.5,467.5,0,2588656
10262730,10,46.75,46.75,0,2591594
10262731,3,308.3,0,0,2588659
10262731,7,280.25,280.25,0,2588658
10262731,10,28.05,28.05,0,2591595
10262732,3,220,220,0,2588661
10262732,7,200,200,0,2588660
10262732,10,20,20,0,2591596
10262733,7,200,190,-10,2588662
10262734,7,280.25,266.24,-14.01,2588663
10262735,3,734.3,734.3,0,2588665
10262735,7,333.75,333.75,0,2588664
10262735,10,33.4,33.4,0,2591597
10262736,7,200,200,0,2588666
10262737,3,7322.6,1000,0,2588668
10262737,7,414,0,0,2588667
10262737,10,41.4,0,0,2591598
10262738,3,440,0,0,2588670
10262738,7,200,200,0,2588669
10262738,10,20,20,0,2591599
10262739,7,200,200,0,2588671
10262739,10,20,20,0,2591600
10262740,7,200,200,0,2588672
10262740,10,20,20,0,2591601
10262741,7,200,200,0,2588673
10262742,7,200,200,0,2588674
10262742,10,20,20,0,2591602
10262743,7,200,200,0,2588675
10262743,10,20,20,0,2591603
10262744,7,226.75,226.75,0,2588676
10262744,10,22.7,22.7,0,2591604
10262745,7,253.5,253.5,0,2588677
10262745,10,25.35,25.35,0,2591605
10262746,3,220,0,0,2588679
10262746,7,200,200,0,2588678
10262746,10,20,20,0,2591606
10262747,3,426,426,0,2588681
10262747,7,307,307,0,2588680
10262747,10,30.7,30.7,0,2591607
10262748,7,200,200,0,2588682
10262749,7,568.75,568.75,0,2588683
10262749,10,56.9,56.9,0,2591608
10262750,7,670,670,0,2588684
10262750,10,67,67,0,2591609
10262751,3,220,220,0,2588686
10262751,7,200,200,0,2588685
10262751,10,20,20,0,2591610
10262752,3,278.85,0,0,2588688
10262752,7,226.75,226.75,0,2588687
10262752,10,22.7,22.7,0,2591611
10262753,7,226.75,226.75,0,2588689
10262753,10,22.7,22.7,0,2591612
10262754,7,387.25,387.25,0,2588690
10262755,7,280.25,280.25,0,2588691
10262755,10,28.05,28.05,0,2591613
10262756,3,1686.55,500,0,2588693
10262756,7,200,0,0,2588692
10262756,10,20,0,0,2591614
10262757,7,414,414,0,2588694
10262757,10,41.4,41.4,0,2591615
10262758,7,501.25,501.25,0,2588695
10262758,10,50.15,50.15,0,2591616
10262759,3,774.15,774.15,0,2588697
10262759,7,703.75,703.75,0,2588696
10262759,10,70.4,70.4,0,2591617
10262760,3,587.15,0,0,2588699
10262760,7,253.5,253.5,0,2588698
10262760,10,25.35,25.35,0,2591618
10262761,7,200,200,0,2588700
10262762,7,200,200,0,2588701
10262763,7,200,200,0,2588702
10262763,10,20,20,0,2591619
10262764,7,253.5,253.5,0,2588703
10262765,7,226.75,215.42,-11.33,2588704
10262766,7,200,200,0,2588705
10262766,10,20,20,0,2591620
10262767,3,699.9,699.9,0,2588707
10262767,7,969,969,0,2588706
10262768,7,200,200,0,2588708
10262769,3,455.4,0,0,2588710
10262769,7,307,307,0,2588709
10262769,10,30.7,30.7,0,2591621
10262770,7,200,200,0,2588711
10262770,10,20,20,0,2591622
10262771,3,220,220,0,2588713
10262771,7,200,200,0,2588712
10262771,10,20,20,0,2591623
10262772,7,200,200,0,2588714
10262773,7,226.75,226.75,0,2588715
10262774,7,602.5,602.5,0,2588716
10262775,7,2003.8,2003.8,0,2588717
10262776,3,1251.3,1251.3,0,2588719
10262776,7,1586.2,1586.2,0,2588718
10262777,3,308.3,308.3,0,2588721
10262777,7,307,307,0,2588720
10262777,10,30.7,30.7,0,2591624
10262778,3,999.1,999.1,0,2588723
10262778,7,414,414,0,2588722
10262778,10,41.4,41.4,0,2591625
10262779,3,588.5,588.5,0,2588725
10262779,7,771.25,771.25,0,2588724
10262780,3,220,220,0,2588727
10262780,7,200,200,0,2588726
10262780,10,20,20,0,2591626
10262781,3,220,220,0,2588729
10262781,7,200,200,0,2588728
10262781,10,20,20,0,2591627
10262782,7,387.25,387.25,0,2588730
10262783,7,636.25,636.25,0,2588731
10262783,10,63.65,63.65,0,2591628
10262784,3,998.4,700,0,2588733
10262784,7,200,200,0,2588732
10262784,10,20,20,0,2591629
10262785,7,200,200,0,2588734
10262785,10,20,20,0,2591630
10262786,7,636.25,0,0,2588735
10262786,10,63.65,0,0,2591631
10262787,7,280.25,266.24,-14.01,2588736
10262787,10,26.65,26.65,0,2591632
10262788,3,249.45,249.45,0,2588738
10262788,7,200,200,0,2588737
10262789,3,455.4,0,0,2588740
10262789,7,280.25,0,0,2588739
10262789,10,28.05,0,0,2591633
10262790,3,675.4,675.4,0,2588742
10262790,7,200,200,0,2588741
10262790,10,20,20,0,2591634
10262791,7,200,200,0,2588743
10262791,10,20,20,0,2591635
10262792,7,360.5,360.5,0,2588744
10262792,10,36.05,36.05,0,2591636
10262793,7,200,200,0,2588745
10262794,7,333.75,333.75,0,2588746
10262794,10,33.4,33.4,0,2591637
10262795,7,200,200,0,2588747
10262796,7,280.25,266.24,-14.01,2588748
10262797,7,200,200,0,2588749
10262797,10,20,20,0,2591638
10262798,7,200,200,0,2588750
10262799,7,200,200,0,2588751
10262800,7,440.75,440.75,0,2588752
10262801,7,535,535,0,2588753
10262801,10,53.5,53.5,0,2591639
10262802,3,220,220,0,2588755
10262802,7,200,200,0,2588754
10262803,7,954,954,0,2588756
10262804,7,200,200,0,2588757
10262804,10,20,20,0,2591640
10262805,7,200,200,0,2588758
10262806,3,337.7,337.7,0,2588760
10262806,7,387.25,387.25,0,2588759
10262806,10,38.75,38.75,0,2591641
10262807,7,200,200,0,2588761
10262808,7,467.5,467.5,0,2588762
10262809,7,387.25,387.25,0,2588763
10262810,7,805,805,0,2588764
10262811,3,220,220,0,2588766
10262811,7,253.5,253.5,0,2588765
10262812,3,308.3,0,0,2588768
10262812,7,200,200,0,2588767
10262812,10,20,20,0,2591642
10262813,7,387.25,387.25,0,2588769
10262814,3,337.7,0,0,2588771
10262814,7,200,0,0,2588770
10262814,10,20,0,0,2591643
10262815,7,414,414,0,2588772
10262816,7,200,200,0,2588773
10262816,10,20,20,0,2591644
10262817,7,501.25,501.25,0,2588774
10262818,7,200,200,0,2588775
10262819,3,220,220,0,2588777
10262819,7,200,200,0,2588776
10262820,7,200,200,0,2588778
10262821,7,387.25,387.25,0,2588779
10262822,3,514.25,0,0,2588781
10262822,7,467.5,467.5,0,2588780
10262822,10,46.75,46.75,0,2591645
10262823,3,220,220,0,2588783
10262823,7,200,200,0,2588782
10262823,10,20,20,0,2591646
10262824,7,360.5,360.5,0,2588784
10262824,10,36.05,36.05,0,2591647
10262825,7,226.75,226.75,0,2588785
10262826,3,893.27,893.27,0,2588787
10262826,7,440.75,418.72,-22.03,2588786
10262826,10,41.9,41.9,0,2591648
10262827,7,200,200,0,2588788
10262828,7,387.25,387.25,0,2588789
10262829,7,280.25,280.25,0,2588790
10262829,10,28.05,28.05,0,2591649
10262830,7,200,0,0,2588791
10262830,10,20,0,0,2591650
10262831,7,501.25,501.25,0,2588792
10262832,7,253.5,253.5,0,2588793
10262833,7,200,200,0,2588794
10262834,3,11524.396,11524.396,0,2588796
10262834,7,13380.4,13380.4,0,2588795
10262835,3,1542.5,1542.5,0,2588798
10262835,7,1137.5,1137.5,0,2588797
10262836,3,19876.4,19876.4,0,2588800
10262836,7,19505.2,19505.2,0,2588799
10262837,3,2653.396,2653.396,0,2588802
10262837,7,3071,3071,0,2588801
10262838,7,226.75,226.75,0,2588803
10262839,7,387.25,387.25,0,2588804
10262840,7,2378.8,2378.8,0,2588805
10262841,7,3422.8,3422.8,0,2588806
10262842,7,846,846,0,2588807
10262843,3,220,220,0,2588809
10262843,7,200,200,0,2588808
10262843,10,20,20,0,2591651
10262844,3,220,220,0,2588811
10262844,7,200,200,0,2588810
10262844,10,20,20,0,2591652
10262845,7,200,200,0,2588812
10262845,10,20,20,0,2591653
10262846,3,337.7,0,0,2588814
10262846,7,226.75,226.75,0,2588813
10262846,10,22.7,22.7,0,2591654
10262847,7,568.75,568.75,0,2588815
10262847,10,56.9,56.9,0,2591655
10262848,7,360.5,360.5,0,2588816
10262848,10,36.05,36.05,0,2591656
10262849,7,1539.8,1539.8,0,2588817
10262849,10,154,154,0,2591657
10262850,7,602.5,602.5,0,2588818
10262851,3,300.2,0,0,2588820
10262851,7,2448.4,0,0,2588819
10262852,7,280.25,280.25,0,2588821
10262853,7,200,200,0,2588822
10262854,7,387.25,387.25,0,2588823
10262854,10,38.75,38.75,0,2591658
10262855,7,200,200,0,2588824
10262856,3,737.25,737.25,0,2588826
10262856,7,703.75,703.75,0,2588825
10262856,10,64.1,64.1,0,2591659
10262857,7,200,200,0,2588827
10262858,7,280.25,280.25,0,2588828
10262858,10,28.05,28.05,0,2591660
10262859,7,1699,1699,0,2588829
10262860,7,307,0,0,2588830
10262860,10,30.7,0,0,2591661
10262861,3,220,220,0,2588832
10262861,7,200,200,0,2588831
10262861,10,20,20,0,2591662
10262862,3,220,0,0,2588834
10262862,7,200,200,0,2588833
10262862,10,20,20,0,2591663
10262863,7,200,200,0,2588835
10262863,10,20,20,0,2591664
10262864,7,200,200,0,2588836
10262864,10,20,20,0,2591665
10262865,3,220,0,0,2588838
10262865,7,200,0,0,2588837
10262865,10,20,0,0,2591666
10262866,7,636.25,636.25,0,2588839
10262866,10,63.65,63.65,0,2591667
10262867,3,455.4,0,0,2588841
10262867,7,387.25,387.25,0,2588840
10262867,10,38.75,38.75,0,2591668
10262868,7,200,200,0,2588842
10262868,10,20,20,0,2591669
10262869,3,249.45,0,0,2588844
10262869,7,200,200,0,2588843
10262869,10,20,20,0,2591670
10262870,7,253.5,253.5,0,2588845
10262870,10,25.35,25.35,0,2591671
10262871,3,469.45,469.45,0,2588847
10262871,7,253.5,253.5,0,2588846
10262871,10,25.35,25.35,0,2591672
10262872,3,557.75,557.75,0,2588849
10262872,7,360.5,360.5,0,2588848
10262872,10,36.05,36.05,0,2591673
10262873,3,514.25,514.25,0,2588851
10262873,7,467.5,467.5,0,2588850
10262873,10,46.75,46.75,0,2591674
10262874,3,278.85,278.85,0,2588853
10262874,7,387.25,387.25,0,2588852
10262875,3,440,440,0,2588855
10262875,7,200,200,0,2588854
10262875,10,20,20,0,2591675
10262876,7,200,200,0,2588856
10262876,10,20,20,0,2591676
10262877,7,200,200,0,2588857
10262877,10,20,20,0,2591677
10262878,7,280.25,280.25,0,2588858
10262879,3,249.45,249.45,0,2588860
10262879,7,200,200,0,2588859
10262879,10,20,20,0,2591678
10262880,7,200,0,0,2588861
10262881,7,200,200,0,2588862
10262881,10,20,20,0,2591679
10262882,3,1499.3,1000,0,2588864
10262882,7,307,307,0,2588863
10262882,10,30.7,30.7,0,2591680
10262883,3,220,0,0,2588866
10262883,7,200,0,0,2588865
10262883,10,20,0,0,2591681
10262884,3,1247.45,1247.45,0,2588868
10262884,7,280.25,280.25,0,2588867
10262884,10,28.05,28.05,0,2591682
10262885,3,699.9,0,0,2588870
10262885,7,670,0,0,2588869
10262885,10,67,0,0,2591683
10262886,7,501.25,501.25,0,2588871
10262886,10,50.15,50.15,0,2591684
10262887,7,200,200,0,2588872
10262887,10,20,20,0,2591685
10262888,7,200,200,0,2588873
10262888,10,20,20,0,2591686
10262889,7,602.5,602.5,0,2588874
10262889,10,60.25,60.25,0,2591687
10262890,7,501.25,501.25,0,2588875
10262890,10,50.15,50.15,0,2591688
10262891,3,220,0,0,2588877
10262891,7,200,200,0,2588876
10262891,10,20,20,0,2591689
10262892,3,440,440,0,2588879
10262892,7,200,200,0,2588878
10262892,10,20,20,0,2591690
10262893,7,200,200,0,2588880
10262893,10,20,20,0,2591691
10262894,7,200,200,0,2588881
10262894,10,20,20,0,2591692
10262895,3,800,0,0,2588883
10262895,7,200,0,0,2588882
10262896,7,200,200,0,2588884
10262897,7,333.75,333.75,0,2588885
10262897,10,33.4,33.4,0,2591693
10262898,7,200,200,0,2588886
10262899,7,200,200,0,2588887
10262899,10,20,20,0,2591694
10262900,7,226.75,226.75,0,2588888
10262901,7,200,200,0,2588889
10262902,7,200,200,0,2588890
10262903,7,226.75,226.75,0,2588891
10262904,7,253.5,253.5,0,2588892
10262904,10,25.35,25.35,0,2591695
10262905,7,200,200,0,2588893
10262905,10,20,20,0,2591696
10262906,7,935,935,0,2588894
10262906,10,93.5,93.5,0,2591697
10262907,7,200,200,0,2588895
10262908,7,307,307,0,2588896
10262908,10,30.7,30.7,0,2591698
10262909,7,200,200,0,2588897
10262910,7,200,200,0,2588898
10262910,10,20,20,0,2591699
10262911,7,200,200,0,2588899
10262912,3,220,220,0,2588901
10262912,7,200,200,0,2588900
10262913,7,200,200,0,2588902
10262913,10,20,20,0,2591700
10262914,7,253.5,253.5,0,2588903
10262914,10,25.35,25.35,0,2591701
10262915,7,200,200,0,2588904
10262915,10,20,20,0,2591702
10262916,7,226.75,226.75,0,2588905
10262916,10,22.7,22.7,0,2591703
10262917,7,200,200,0,2588906
10262918,7,200,200,0,2588907
10262919,7,414,414,0,2588908
10262920,7,200,200,0,2588909
10262921,7,200,200,0,2588910
10262922,7,253.5,253.5,0,2588911
10262922,10,25.35,25.35,0,2591704
10262923,7,280.25,280.25,0,2588912
10262924,3,551.4,551.4,0,2588914
10262924,7,200,200,0,2588913
10262924,10,20,20,0,2591705
10262925,7,200,200,0,2588915
10262926,3,220,0,0,2588917
10262926,7,200,200,0,2588916
10262926,10,20,20,0,2591706
10262927,7,200,200,0,2588918
10262928,3,337.7,337.7,0,2588920
10262928,7,280.25,280.25,0,2588919
10262928,10,28.05,28.05,0,2591707
10262929,7,253.5,253.5,0,2588921
10262929,10,25.35,25.35,0,2591708
10262930,7,280.25,280.25,0,2588922
10262930,10,28.05,28.05,0,2591709
10262931,7,200,200,0,2588923
10262932,7,200,200,0,2588924
10262932,10,20,20,0,2591710
10262933,7,200,200,0,2588925
10262934,7,200,200,0,2588926
10262934,10,20,20,0,2591711
10262935,7,360.5,360.5,0,2588927
10262935,10,36.05,36.05,0,2591712
10262936,3,220,220,0,2588929
10262936,7,200,200,0,2588928
10262936,10,20,20,0,2591713
10262937,7,200,200,0,2588930
10262937,10,20,20,0,2591714
10262938,3,220,220,0,2588932
10262938,7,200,200,0,2588931
10262938,10,20,20,0,2591715
10262939,7,253.5,253.5,0,2588933
10262939,10,25.35,25.35,0,2591716
10262940,7,253.5,253.5,0,2588934
10262940,10,25.35,25.35,0,2591717
10262941,7,200,200,0,2588935
10262941,10,20,20,0,2591718
10262942,7,200,200,0,2588936
10262942,10,20,20,0,2591719
10262943,7,387.25,387.25,0,2588937
10262944,7,200,200,0,2588938
10262945,7,200,200,0,2588939
10262945,10,20,20,0,2591720
10262946,7,200,200,0,2588940
10262947,7,360.5,360.5,0,2588941
10262948,7,253.5,253.5,0,2588942
10262949,7,360.5,360.5,0,2588943
10262949,10,36.05,36.05,0,2591721
10262950,7,360.5,360.5,0,2588944
10262950,10,36.05,36.05,0,2591722
10262951,7,200,200,0,2588945
10262952,3,440,440,0,2588947
10262952,7,200,200,0,2588946
10262953,7,253.5,253.5,0,2588948
10262954,3,367.15,367.15,0,2588950
10262954,7,360.5,360.5,0,2588949
10262955,7,360.5,360.5,0,2588951
10262955,10,36.05,36.05,0,2591723
10262956,7,200,200,0,2588952
10262956,10,20,20,0,2591724
10262957,7,200,200,0,2588953
10262958,7,200,200,0,2588954
10262958,10,20,20,0,2591725
10262959,7,200,200,0,2588955
10262959,10,20,20,0,2591726
10262960,3,440,440,0,2588957
10262960,7,200,200,0,2588956
10262960,10,20,20,0,2591727
10262961,3,660,0,0,2588959
10262961,7,200,200,0,2588958
10262961,10,20,20,0,2591728
10262962,3,440,440,0,2588961
10262962,7,200,200,0,2588960
10262962,10,20,20,0,2591729
10262963,7,280.25,280.25,0,2588962
10262964,7,253.5,253.5,0,2588963
10262964,10,25.35,25.35,0,2591730
10262965,3,278.85,0,0,2588965
10262965,7,200,200,0,2588964
10262965,10,20,20,0,2591731
10262966,3,220,0,0,2588967
10262966,7,200,200,0,2588966
10262966,10,20,20,0,2591732
10262967,7,307,307,0,2588968
10262967,10,30.7,30.7,0,2591733
10262968,7,333.75,333.75,0,2588969
10262969,7,280.25,266.24,-14.01,2588970
10262970,7,200,200,0,2588971
10262971,7,307,307,0,2588972
10262971,10,30.7,30.7,0,2591734
10262972,7,200,200,0,2588973
10262973,3,484.85,0,0,2588975
10262973,7,333.75,333.75,0,2588974
10262973,10,33.4,33.4,0,2591735
10262974,7,387.25,387.25,0,2588976
10262975,7,200,200,0,2588977
10262975,10,20,20,0,2591736
10262976,7,253.5,253.5,0,2588978
10262976,10,25.35,25.35,0,2591737
10262977,7,414,414,0,2588979
10262978,7,200,200,0,2588980
10262978,10,20,20,0,2591738
10262979,7,226.75,226.75,0,2588981
10262980,7,200,200,0,2588982
10262980,10,20,20,0,2591739
10262981,3,557.7,557.7,0,2588984
10262981,7,280.25,280.25,0,2588983
10262981,10,28.05,28.05,0,2591740
10262982,3,220,0,0,2588986
10262982,7,200,0,0,2588985
10262982,10,20,0,0,2591741
10262983,3,440,440,0,2588988
10262983,7,253.5,253.5,0,2588987
10262983,10,25.35,25.35,0,2591742
10262984,7,200,200,0,2588989
10262985,3,440,440,0,2588991
10262985,7,200,200,0,2588990
10262985,10,20,20,0,2591743
10262986,7,414,414,0,2588992
10262986,10,41.4,41.4,0,2591744
10262987,7,280.25,280.25,0,2588993
10262988,7,360.5,360.5,0,2588994
10262989,7,333.75,333.75,0,2588995
10262990,7,200,200,0,2588996
10262991,7,200,200,0,2588997
10262992,3,498.85,0,0,2588999
10262992,7,226.75,0,0,2588998
10262992,10,22.7,0,0,2591745
10262993,3,1272.75,500,0,2589001
10262993,7,253.5,253.5,0,2589000
10262993,10,25.35,25.35,0,2591746
10262994,7,253.5,253.5,0,2589002
10262994,10,25.35,25.35,0,2591747
10262995,7,280.25,280.25,0,2589003
10262996,7,360.5,360.5,0,2589004
10262996,10,36.05,36.05,0,2591748
10262997,3,1934.6,500,0,2589006
10262997,7,200,0,0,2589005
10262997,10,20,0,0,2591749
10262998,7,200,200,0,2589007
10262998,10,20,20,0,2591750
10262999,3,337.7,337.7,0,2589009
10262999,7,307,307,0,2589008
10262999,10,30.7,30.7,0,2591751
10263000,3,484.85,484.85,0,2589011
10263000,7,440.75,440.75,0,2589010
10263001,7,200,200,0,2589012
10263001,10,20,20,0,2591752
10263002,3,220,0,0,2589014
10263002,7,200,200,0,2589013
10263002,10,20,20,0,2591753
10263003,7,226.75,226.75,0,2589015
