"56021","10261514","211207837","646"
"56022","10261515","211207895","249.45"
"56023","10261516","211207725","0"
"56024","10261517","211207787",NULL
"56025","10261518","211204372","0"
"56026","10261519","211203540","551.4"
"56027","10261520","211204570",NULL
"56028","10261521","211204430",NULL
"56029","10261522","211207745",NULL
"56030","10261523","211207892","0"
"56031","10261524","211204371",NULL
"56032","10261525","211207681","455.4"
"56033","10261526","211207250","0"
"56034","10261527","211204376","220"
"56035","10261528","211204461","551.4"
"56036","10261529","211207884","514.25"
"56037","10261530","211204490","940.25"
"56038","10261531","211207670","220"
"56039","10261532","211207817","440"
"56040","10261533","211207911","0"
"56041","10261534","211207715","440"
"56042","10261535","211204440",NULL
"56043","10261536","211204450",NULL
"56044","10261537","211204460","885.5"
"56045","10261538","211204520",NULL
"56046","10261539","211206540",NULL
"56047","10261540","211207710",NULL
"56048","10261541","211207390","1848"
"56049","10261542","211207784","396.55"
"56050","10261543","211204564","455.4"
"56051","10261544","211204560",NULL
"56052","10261545","211204580",NULL
"56053","10261546","211204550","426"
"56054","10261547","211204380",NULL
"56055","10261548","211207722",NULL
"56056","10261549","211204514",NULL
"56057","10261550","211207919","0"
"56058","10261551","211204200",NULL
"56059","10261552","211207610",NULL
"56060","10261553","211207856","220"
"56061","10261554","211207430",NULL
"56062","10261555","211207760","0"
"56063","10261556","211204561",NULL
"56064","10261557","211204601",NULL
"56065","10261558","211201572","278.85"
"56066","10261559","211204600",NULL
"56067","10261560","211200453","579.9"
"56068","10261561","211204170","168.2"
"56069","10261562","211204590",NULL
"56070","10261563","211207840",NULL
"56071","10261564","211207909",NULL
"56072","10261565","211207905",NULL
"56073","10261566","211207917","469.45"
"56074","10261567","211204571","0"
"56075","10261568","211200573",NULL
"56076","10261569","211207380",NULL
"56077","10261570","211207885","440"
"56078","10261571","211207901",NULL
"56079","10261572","211204602",NULL
"56080","10261573","211207921","938.1"
"56081","10261574","211207726","551.4"
"56082","10261575","211207823","0"
"56083","10261576","211207802",NULL
"56084","10261577","211207850","220"
"56085","10261578","211207806",NULL
"56086","10261579","211201810","0"
"56087","10261580","211207820",NULL
"56088","10261581","211207744",NULL
"56089","10261582","211207580",NULL
"56090","10261583","211207801","249.45"
"56091","10261584","211207812","220"
"56092","10261585","211207818",NULL
"56093","10261586","211203980","1"
"56094","10261587","211207910",NULL
"56095","10261588","211207813","0"
"56096","10261589","211207902","220"
"56097","10261590","211204250",NULL
"56098","10261591","211207180","396.55"
"56099","10261592","211207915",NULL
"56100","10261593","211202510","0"
"56101","10261594","211207410","220"
"56102","10261595","211207839","220"
"56103","10261596","211203420","551.4"
"56104","10261597","211204260",NULL
"56105","10261598","211207707","367.15"
"56106","10261599","211207711","220"
"56107","10261600","211207897",NULL
"56108","10261601","211207815","0"
"56109","10261602","211207807","440"
"56110","10261603","211207851",NULL
"56111","10261604","211207875","220"
"56112","10261605","211207882","0"
"56113","10261606","211207150",NULL
"56114","10261607","211204150","220"
"56115","10261608","211207912","0"
"56116","10261609","211207898","220"
"56117","10261610","211207803","0"
"56118","10261611","211204160",NULL
"56119","10261612","211207857",NULL
"56120","10261613","211207799",NULL
"56121","10261614","211207844","469.45"
"56122","10261615","211207893",NULL
"56123","10261616","211207903",NULL
"56124","10261617","211207886","498.85"
"56125","10261618","211207717",NULL
"56126","10261619","211207819","220"
"56127","10261620","211207320","337.7"
"56128","10261621","211207858","0"
"56129","10261622","211207790","1336.5"
"56130","10261623","211207876","0"
"56131","10261624","211207805",NULL
"56132","10261625","211207774","337.7"
"56133","10261626","211207804",NULL
"56134","10261627","211207852",NULL
"56135","10261628","211207786","514.25"
"56136","10261629","211203750",NULL
"56137","10261630","211207800","278.85"
"56138","10261631","211207877",NULL
"56139","10261632","211207708",NULL
"56140","10261633","211207887","0"
"56141","10261634","211207888","0"
"56142","10261635","211207845",NULL
"56143","10261636","211207825",NULL
"56144","10261637","211207880",NULL
"56145","10261638","211207853","0"
"56146","10261639","211207826","0"
"56147","10261640","211207814","456.65"
"56148","10261641","211207827",NULL
"56149","10261642","211204650","774.15"
"56150","10261643","211207742",NULL
"56151","10261644","211204700",NULL
"56152","10261645","211207890","330"
"56153","10261646","211204751",NULL
"56154","10261647","211207925",NULL
"56155","10261648","211204730",NULL
"56156","10261649","211204740",NULL
"56157","10261650","211204750","16.69"
"56158","10261651","211207789",NULL
"56159","10261652","211207794",NULL
"56160","10261653","215204760",NULL
"56161","10261654","214204770","885"
"56162","10261655","211207714","220"
"56163","10261656","211207828","220"
"56164","10261657","211204780","0"
"56165","10261658","211204790",NULL
"56166","10261659","211204840","396.55"
"56167","10261660","211204850",NULL
